,,,"Vancouver, City [Census subdivision], British Columbia",,,,,,"Canada [Country]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Mother tongue","              Urdu",,     860,,     475,,     380,,  210815,,  106960,,  103860,
"Mother tongue","            Iranian languages",,    8240,,    4180,,    4060,,  242805,,  122835,,  119970,
"Mother tongue","              Kurdish",,     410,,     215,,     190,,   11705,,    6345,,    5355,
"Mother tongue","              Pashto",,     165,,      90,,      75,,   16910,,    8760,,    8145,
"Mother tongue","              Persian (Farsi)",,    7670,,    3875,,    3800,,  214200,,  107725,,  106470,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,      60,,      30,,      30,,    5180,,    2755,,    2425,
"Mother tongue","          Italic (Romance) languages",,   22735,,   11230,,   11500,, 1154270,,  558660,,  595615,
"Mother tongue","            Catalan",,      75,,      40,,      30,,     865,,     440,,     425,
"Mother tongue","            Italian",,    4740,,    2315,,    2425,,  375635,,  184415,,  191220,
"Mother tongue","            Portuguese",,    4700,,    2260,,    2435,,  221540,,  106630,,  114910,
"Mother tongue","            Romanian",,    1185,,     555,,     625,,   96665,,   46195,,   50470,
"Mother tongue","            Spanish",,   12010,,    6040,,    5970,,  458850,,  220605,,  238245,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,      25,,      20,,       5,,     720,,     380,,     340,
"Mother tongue","        Japanese",,    7005,,    2310,,    4695,,   43640,,   14790,,   28855,
"Mother tongue","        Kartvelian languages",,      15,,       5,,       5,,    1715,,     910,,     805,
"Mother tongue","          Georgian",,      15,,      10,,       5,,    1715,,     910,,     805,
"Mother tongue","        Korean",,    7810,,    3150,,    4655,,  153425,,   70310,,   83115,
"Mother tongue","        Mongolic languages",,     120,,      50,,      70,,    1575,,     690,,     885,
"Mother tongue","          Mongolian",,     120,,      45,,      75,,    1575,,     690,,     880,
"Mother tongue","        Niger-Congo languages",,     440,,     235,,     210,,   91375,,   45075,,   46305,
"Mother tongue","          Akan (Twi)",,      45,,      25,,      20,,   13455,,    6490,,    6970,
"Mother tongue","          Bamanankan",,       5,,       5,,       0,,    1535,,     815,,     720,
"Mother tongue","          Edo",,       5,,       5,,       0,,    1670,,     770,,     900,
"Mother tongue","          Ewe",,      10,,       5,,       5,,    1760,,     950,,     805,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,      10,,       0,,       5,,    2825,,    1495,,    1335,
"Mother tongue","          Ga",,       5,,       0,,       0,,     920,,     445,,     470,
"Mother tongue","          Ganda",,      15,,       5,,       5,,    1295,,     625,,     665,
"Mother tongue","          Igbo",,      15,,       5,,       5,,    4235,,    2265,,    1970,
"Mother tongue","          Lingala",,      10,,       5,,       5,,    3810,,    1785,,    2025,
"Mother tongue","          Rundi (Kirundi)",,      25,,      10,,      15,,    5845,,    2785,,    3060,
"Mother tongue","          Kinyarwanda (Rwanda)",,      25,,      15,,      10,,    5250,,    2355,,    2895,
"Mother tongue","          Shona",,      45,,      20,,      20,,    3180,,    1520,,    1665,
"Mother tongue","          Swahili",,     105,,      55,,      50,,   13370,,    6385,,    6990,
"Mother tongue","          Wolof",,       5,,       5,,       5,,    3990,,    2170,,    1820,
"Mother tongue","          Yoruba",,      30,,      15,,      15,,    9085,,    4785,,    4300,
"Mother tongue","          Niger-Congo languages; n.i.e.",,      95,,      55,,      35,,   19135,,    9435,,    9695,
"Mother tongue","        Nilo-Saharan languages",,      55,,      30,,      20,,    5870,,    3025,,    2845,
"Mother tongue","          Dinka",,      20,,      10,,      10,,    2120,,    1115,,    1000,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,      35,,      25,,      10,,    3755,,    1910,,    1840,
"Mother tongue","        Sign languages",,     115,,      55,,      55,,    7500,,    3925,,    3575,
"Mother tongue","          American Sign Language",,      45,,      15,,      25,,    2685,,    1320,,    1360,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,     695,,     340,,     355,
"Mother tongue","          Sign languages; n.i.e",,      65,,      40,,      25,,    4120,,    2265,,    1860,
"Mother tongue","        Sino-Tibetan languages",,  134375,,   60570,,   73805,, 1269215,,  589570,,  679645,
"Mother tongue","          Chinese languages",,  133810,,   60275,,   73535,, 1253360,,  581650,,  671715,
"Mother tongue","            Cantonese",,   85020,,   39005,,   46020,,  565270,,  262865,,  302405,
"Mother tongue","            Hakka",,     775,,     340,,     435,,   10910,,    4900,,    6015,
"Mother tongue","            Mandarin",,   40120,,   17515,,   22600,,  592040,,  274630,,  317410,
"Mother tongue","            Min Dong",,      90,,      40,,      50,,    1230,,     580,,     650,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,    3065,,    1300,,    1760,,   31795,,   14450,,   17350,
"Mother tongue","            Wu (Shanghainese)",,    1270,,     525,,     745,,   12915,,    5780,,    7140,
"Mother tongue","            Chinese; n.o.s.",,    3430,,    1525,,    1905,,   38580,,   18165,,   20410,
"Mother tongue","            Chinese languages; n.i.e.",,      45,,      20,,      20,,     610,,     275,,     335,
"Mother tongue","          Tibeto-Burman languages",,     565,,     300,,     265,,   15850,,    7925,,    7935,
"Mother tongue","            Burmese",,     390,,     200,,     190,,    3585,,    1795,,    1790,
"Mother tongue","            Karenic languages",,       5,,       5,,       0,,    4705,,    2355,,    2350,
"Mother tongue","            Tibetan",,      65,,      40,,      30,,    6165,,    3080,,    3080,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,     105,,      60,,      45,,    1400,,     695,,     705,
"Mother tongue","        Tai-Kadai languages",,     850,,     295,,     550,,   22010,,    8870,,   13145,
"Mother tongue","          Lao",,     110,,      55,,      55,,   12670,,    6145,,    6525,
"Mother tongue","          Thai",,     740,,     240,,     495,,    9255,,    2690,,    6565,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      80,,      35,,      55,
"Mother tongue","        Turkic languages",,    1095,,     615,,     480,,   40140,,   21120,,   19025,
"Mother tongue","          Azerbaijani",,     110,,      60,,      50,,    3260,,    1785,,    1470,
"Mother tongue","          Turkish",,     915,,     520,,     390,,   32815,,   17375,,   15440,
"Mother tongue","          Uyghur",,      20,,      15,,      10,,    1035,,     510,,     525,
"Mother tongue","          Uzbek",,      15,,       0,,      10,,    1715,,     855,,     865,
"Mother tongue","          Turkic languages; n.i.e.",,      40,,      15,,      20,,    1315,,     590,,     720,
"Mother tongue","        Uralic languages",,    1815,,     850,,     960,,   81985,,   37790,,   44195,
"Mother tongue","          Estonian",,     125,,      50,,      70,,    5445,,    2325,,    3115,
"Mother tongue","          Finnish",,     450,,     175,,     275,,   15295,,    6395,,    8900,
"Mother tongue","          Hungarian",,    1240,,     625,,     615,,   61235,,   29060,,   32175,
"Mother tongue","          Uralic languages; n.i.e.",,       5,,       5,,       0,,      10,,       5,,       5,
"Mother tongue","        Other languages; n.i.e.",,      90,,      50,,      40,,    3690,,    2045,,    1645,
"Mother tongue","  Multiple responses",,   19825,,    9335,,   10495,,  818635,,  398325,,  420305,
"Mother tongue","    English and French",,    1740,,     835,,     905,,  165320,,   80460,,   84860,
"Mother tongue","    English and non-official language",,   17110,,    8035,,    9080,,  533265,,  259160,,  274100,
"Mother tongue","    French and non-official language",,     500,,     245,,     255,,   86150,,   42170,,   43985,
"Mother tongue","    English; French and non-official language",,     475,,     215,,     255,,   33900,,   16535,,   17365,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,  622630,,  304235,,  318400,,34767250,,17101165,,17666085,
"Language spoken most often at home","  Single responses",,  577695,,  283360,,  294330,,33103860,,16298475,,16805395,
"Language spoken most often at home","    Official languages",,  417460,,  210685,,  206770,,29106670,,14383020,,14723645,
"Language spoken most often at home","      English",,  413605,,  208775,,  204835,,22162865,,10966135,,11196730,
"Language spoken most often at home","      French",,    3850,,    1915,,    1935,, 6943800,, 3416890,, 3526910,
"Language spoken most often at home","    Non-official languages",,  160235,,   72675,,   87560,, 3997195,, 1915450,, 2081750,
"Language spoken most often at home","      Aboriginal languages",,      60,,      30,,      30,,  118470,,   59720,,   58750,
"Language spoken most often at home","        Algonquian languages",,      10,,      10,,       5,,   75080,,   37825,,   37260,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,    1115,,     555,,     555,
"Language spoken most often at home","          Cree-Montagnais languages",,       5,,       5,,       0,,   55825,,   28135,,   27685,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,    5465,,    2825,,    2640,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,    8590,,    4195,,    4395,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,    1200,,     595,,     605,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,     110,,      55,,      60,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,    1350,,     665,,     685,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,      20,,       5,,      15,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,     330,,     140,,     190,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,     800,,     410,,     390,
"Language spoken most often at home","            Cree; n.o.s.",,       5,,       5,,       5,,   37945,,   19240,,   18710,
"Language spoken most often at home","          Eastern Algonquian languages",,       0,,       0,,       0,,    3615,,    1795,,    1820,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,      55,,      30,,      30,
"Language spoken most often at home","            Mi'kmaq",,       0,,       0,,       0,,    3560,,    1770,,    1795,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       5,,       5,,       5,,   14525,,    7335,,    7190,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,     370,,     170,,     200,
"Language spoken most often at home","            Ojibway",,       5,,       5,,       0,,    6175,,    3165,,    3015,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,    7900,,    3960,,    3940,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,      75,,      40,,      35,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","        Athabaskan languages",,      10,,       0,,       5,,   10265,,    5125,,    5135,
"Language spoken most often at home","          Northern Athabaskan languages",,      10,,       0,,       5,,   10255,,    5120,,    5135,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,      15,,      10,,      10,
